order_item_id,order_id,inventory_id,quantity_ordered,unit_price_at_purchase,line_total
ITEM0000449,ORD0000872,INV000075,5,101.02,505.1
ITEM0000450,ORD0000376,INV000194,4,73.76,295.04
ITEM0000451,ORD0000190,INV000286,5,310.61,1553.05
ITEM0000452,ORD0000690,INV000362,4,364.64,1458.56
ITEM0000453,ORD0000186,INV000146,1,1363.08,1363.08
ITEM0000454,ORD0000389,INV000020,3,412.16,1236.48
ITEM0000455,ORD0000220,INV000052,4,1017.59,4070.36
ITEM0000456,ORD0000234,INV000362,5,364.64,1823.2
ITEM0000457,ORD0000116,INV000390,4,57.02,228.08
ITEM0000458,ORD0000127,INV000410,3,192.36,577.08
ITEM0000459,ORD0000113,INV000207,4,415.35,1661.4
ITEM0000460,ORD0000140,INV000377,5,413.46,2067.3
ITEM0000461,ORD0000781,INV000279,4,1325.6,5302.4
ITEM0000462,ORD0000722,INV000301,3,1092.43,3277.29
ITEM0000463,ORD0000571,INV000034,3,1174.67,3524.01
ITEM0000464,ORD0000085,INV000204,1,1499.06,1499.06
ITEM0000465,ORD0000506,INV000151,3,1103.13,3309.39
ITEM0000466,ORD0000395,INV000453,1,227.67,227.67
ITEM0000467,ORD0000468,INV000450,3,1133.67,3401.01
ITEM0000468,ORD0000754,INV000077,5,1357.73,6788.65
ITEM0000469,ORD0000704,INV000491,3,629.74,1889.22
ITEM0000470,ORD0000232,INV000158,4,1287.31,5149.24
ITEM0000471,ORD0000418,INV000279,5,1325.6,6628.0
ITEM0000472,ORD0000876,INV000430,3,1102.63,3307.89
ITEM0000473,ORD0000194,INV000147,4,94.16,376.64
ITEM0000474,ORD0000917,INV000079,1,1131.45,1131.45
ITEM0000475,ORD0000962,INV000050,4,1002.0,4008.0
ITEM0000476,ORD0000184,INV000209,3,912.56,2737.68
ITEM0000477,ORD0000691,INV000094,1,910.81,910.81
ITEM0000478,ORD0000689,INV000027,4,820.66,3282.64
ITEM0000479,ORD0000406,INV000285,1,595.92,595.92
ITEM0000480,ORD0000536,INV000423,4,978.44,3913.76
ITEM0000481,ORD0000123,INV000048,1,549.51,549.51
ITEM0000482,ORD0000405,INV000240,2,881.64,1763.28
ITEM0000483,ORD0000712,INV000117,4,712.52,2850.08
ITEM0000484,ORD0000105,INV000158,5,1287.31,6436.55
ITEM0000485,ORD0000067,INV000053,2,612.08,1224.16
ITEM0000486,ORD0000999,INV000261,3,999.34,2998.02
ITEM0000487,ORD0000347,INV000259,2,511.7,1023.4
ITEM0000488,ORD0000610,INV000468,2,780.43,1560.86
ITEM0000489,ORD0000126,INV000067,4,1425.31,5701.24
ITEM0000490,ORD0000859,INV000215,2,1180.84,2361.68
ITEM0000491,ORD0000743,INV000115,4,1190.43,4761.72
ITEM0000492,ORD0000286,INV000338,4,1016.16,4064.64
ITEM0000493,ORD0000608,INV000346,5,431.17,2155.85
ITEM0000494,ORD0000775,INV000118,3,1494.96,4484.88
ITEM0000495,ORD0000365,INV000324,4,503.38,2013.52
ITEM0000496,ORD0000683,INV000217,4,1121.11,4484.44
ITEM0000497,ORD0000973,INV000110,5,733.89,3669.45
ITEM0000498,ORD0000497,INV000235,4,95.52,382.08
ITEM0000499,ORD0000286,INV000057,5,429.26,2146.3
ITEM0000500,ORD0000787,INV000464,2,860.99,1721.98
ITEM0000501,ORD0000111,INV000033,4,1322.72,5290.88
ITEM0000502,ORD0000257,INV000184,1,1447.41,1447.41
ITEM0000503,ORD0000510,INV000330,4,32.25,129.0
ITEM0000504,ORD0000644,INV000347,2,676.73,1353.46
ITEM0000505,ORD0000031,INV000314,2,1364.03,2728.06
ITEM0000506,ORD0000756,INV000194,1,73.76,73.76
ITEM0000507,ORD0000851,INV000447,1,1238.84,1238.84
ITEM0000508,ORD0000511,INV000477,1,1344.16,1344.16
ITEM0000509,ORD0000996,INV000042,1,1409.16,1409.16
ITEM0000510,ORD0000392,INV000001,2,236.42,472.84
ITEM0000511,ORD0000696,INV000244,5,27.22,136.1
ITEM0000512,ORD0000157,INV000172,3,626.16,1878.48
ITEM0000513,ORD0000637,INV000398,3,1494.57,4483.71
ITEM0000514,ORD0000099,INV000429,5,513.59,2567.95
ITEM0000515,ORD0000677,INV000306,1,1023.29,1023.29
ITEM0000516,ORD0000786,INV000108,5,1323.04,6615.2
ITEM0000517,ORD0000812,INV000110,4,733.89,2935.56
ITEM0000518,ORD0000207,INV000243,4,1198.78,4795.12
ITEM0000519,ORD0000678,INV000353,3,1188.11,3564.33
ITEM0000520,ORD0000503,INV000237,4,995.84,3983.36
ITEM0000521,ORD0000268,INV000036,5,1308.89,6544.45
ITEM0000522,ORD0000352,INV000379,5,511.86,2559.3
ITEM0000523,ORD0000560,INV000126,5,1461.57,7307.85
ITEM0000524,ORD0000976,INV000200,1,1001.93,1001.93
ITEM0000525,ORD0000441,INV000196,1,799.09,799.09
ITEM0000526,ORD0000393,INV000191,1,928.1,928.1
ITEM0000527,ORD0000323,INV000187,4,617.92,2471.68
ITEM0000528,ORD0000454,INV000068,4,1246.7,4986.8
ITEM0000529,ORD0000037,INV000321,4,1184.89,4739.56
ITEM0000530,ORD0000182,INV000115,1,1190.43,1190.43
ITEM0000531,ORD0000676,INV000321,5,1184.89,5924.45
ITEM0000532,ORD0000906,INV000201,3,1018.03,3054.09
ITEM0000533,ORD0000504,INV000162,2,988.2,1976.4
ITEM0000534,ORD0000138,INV000340,4,803.35,3213.4
ITEM0000535,ORD0000733,INV000172,3,626.16,1878.48
ITEM0000536,ORD0000500,INV000425,4,964.65,3858.6
ITEM0000537,ORD0000583,INV000489,1,431.7,431.7
ITEM0000538,ORD0000676,INV000208,4,1250.09,5000.36
ITEM0000539,ORD0000702,INV000372,5,443.7,2218.5
ITEM0000540,ORD0000586,INV000478,5,439.23,2196.15
ITEM0000541,ORD0000488,INV000291,4,33.02,132.08
ITEM0000542,ORD0000875,INV000238,5,80.61,403.05
ITEM0000543,ORD0000519,INV000074,2,230.49,460.98
ITEM0000544,ORD0000401,INV000409,1,1154.9,1154.9
ITEM0000545,ORD0000507,INV000058,3,144.61,433.83
ITEM0000546,ORD0000995,INV000319,5,549.03,2745.15
ITEM0000547,ORD0000632,INV000192,4,1121.42,4485.68
ITEM0000548,ORD0000785,INV000078,3,718.08,2154.24
ITEM0000549,ORD0000329,INV000097,3,1412.5,4237.5
ITEM0000550,ORD0000029,INV000096,1,1393.69,1393.69
ITEM0000551,ORD0000047,INV000080,5,734.9,3674.5
ITEM0000552,ORD0000858,INV000089,2,1499.86,2999.72
ITEM0000553,ORD0000358,INV000335,3,897.88,2693.64
ITEM0000554,ORD0000028,INV000182,5,480.67,2403.35
ITEM0000555,ORD0000390,INV000273,3,274.72,824.16
ITEM0000556,ORD0000439,INV000467,1,1309.86,1309.86
ITEM0000557,ORD0000366,INV000220,3,140.0,420.0
ITEM0000558,ORD0000360,INV000456,4,763.44,3053.76
ITEM0000559,ORD0000678,INV000263,1,650.66,650.66
ITEM0000560,ORD0000254,INV000049,2,996.76,1993.52
ITEM0000561,ORD0000664,INV000253,2,486.56,973.12
ITEM0000562,ORD0000607,INV000317,3,759.3,2277.9
ITEM0000563,ORD0000933,INV000025,1,246.57,246.57
ITEM0000564,ORD0000890,INV000071,1,941.99,941.99
ITEM0000565,ORD0000118,INV000290,3,112.75,338.25
ITEM0000566,ORD0000174,INV000489,3,431.7,1295.1
ITEM0000567,ORD0000552,INV000499,1,247.93,247.93
ITEM0000568,ORD0000039,INV000201,3,1018.03,3054.09
ITEM0000569,ORD0000674,INV000345,4,834.04,3336.16
ITEM0000570,ORD0000582,INV000460,4,401.97,1607.88
ITEM0000571,ORD0000924,INV000313,5,696.75,3483.75
ITEM0000572,ORD0000274,INV000285,4,595.92,2383.68
ITEM0000573,ORD0000713,INV000186,1,791.3,791.3
ITEM0000574,ORD0000603,INV000268,4,236.32,945.28
ITEM0000575,ORD0000325,INV000017,1,1003.46,1003.46
ITEM0000576,ORD0000585,INV000391,4,546.42,2185.68
ITEM0000577,ORD0000331,INV000184,4,1447.41,5789.64
ITEM0000578,ORD0000101,INV000171,5,1399.32,6996.6
ITEM0000579,ORD0000103,INV000268,4,236.32,945.28
ITEM0000580,ORD0000345,INV000165,2,404.25,808.5
ITEM0000581,ORD0000515,INV000114,4,1037.46,4149.84
ITEM0000582,ORD0000171,INV000147,3,94.16,282.48
ITEM0000583,ORD0000307,INV000132,5,867.65,4338.25
ITEM0000584,ORD0000993,INV000054,3,433.94,1301.82
ITEM0000585,ORD0000207,INV000330,4,32.25,129.0
ITEM0000586,ORD0000651,INV000495,4,1393.04,5572.16
ITEM0000587,ORD0000861,INV000045,1,911.28,911.28
ITEM0000588,ORD0000220,INV000404,5,1191.58,5957.9
ITEM0000589,ORD0000272,INV000170,3,1420.86,4262.58
ITEM0000590,ORD0000305,INV000424,1,929.07,929.07
ITEM0000591,ORD0000412,INV000263,5,650.66,3253.3
ITEM0000592,ORD0000640,INV000152,2,141.53,283.06
ITEM0000593,ORD0000735,INV000373,1,476.82,476.82
ITEM0000594,ORD0000098,INV000437,5,1145.87,5729.35
ITEM0000595,ORD0000345,INV000304,5,1427.18,7135.9
ITEM0000596,ORD0000069,INV000178,3,1298.56,3895.68
ITEM0000597,ORD0000821,INV000490,5,805.05,4025.25
ITEM0000598,ORD0000487,INV000162,5,988.2,4941.0
ITEM0000599,ORD0000215,INV000275,4,109.03,436.12
ITEM0000600,ORD0000815,INV000032,3,1389.02,4167.06
ITEM0000601,ORD0000668,INV000425,1,964.65,964.65
ITEM0000602,ORD0000517,INV000216,3,1246.56,3739.68
ITEM0000603,ORD0000444,INV000386,3,1091.59,3274.77
ITEM0000604,ORD0000321,INV000308,5,662.45,3312.25
ITEM0000605,ORD0000425,INV000441,2,77.74,155.48
ITEM0000606,ORD0000258,INV000185,4,1305.2,5220.8
ITEM0000607,ORD0000528,INV000299,5,502.94,2514.7
ITEM0000608,ORD0000688,INV000021,4,309.38,1237.52
ITEM0000609,ORD0000185,INV000317,5,759.3,3796.5
ITEM0000610,ORD0000643,INV000265,1,1006.67,1006.67
ITEM0000611,ORD0000884,INV000114,5,1037.46,5187.3
ITEM0000612,ORD0000591,INV000160,2,684.96,1369.92
ITEM0000613,ORD0000219,INV000316,4,678.53,2714.12
ITEM0000614,ORD0000275,INV000401,4,1216.72,4866.88
ITEM0000615,ORD0000829,INV000213,5,1099.88,5499.4
ITEM0000616,ORD0000874,INV000248,5,680.75,3403.75
ITEM0000617,ORD0000958,INV000093,4,700.23,2800.92
ITEM0000618,ORD0000745,INV000207,5,415.35,2076.75
ITEM0000619,ORD0000535,INV000311,1,61.22,61.22
ITEM0000620,ORD0000374,INV000382,2,648.76,1297.52
ITEM0000621,ORD0000152,INV000129,4,720.68,2882.72
ITEM0000622,ORD0000155,INV000487,2,981.07,1962.14
ITEM0000623,ORD0000865,INV000038,3,461.26,1383.78
ITEM0000624,ORD0000421,INV000275,4,109.03,436.12
ITEM0000625,ORD0000881,INV000019,3,1335.12,4005.36
ITEM0000626,ORD0000650,INV000241,1,1162.68,1162.68
ITEM0000627,ORD0000867,INV000258,2,647.95,1295.9
ITEM0000628,ORD0000274,INV000295,4,1248.88,4995.52
ITEM0000629,ORD0000662,INV000083,3,1360.86,4082.58
ITEM0000630,ORD0000263,INV000310,2,763.47,1526.94
ITEM0000631,ORD0000242,INV000402,5,1065.76,5328.8
ITEM0000632,ORD0000245,INV000412,4,1317.55,5270.2
ITEM0000633,ORD0000154,INV000356,1,387.61,387.61
ITEM0000634,ORD0000029,INV000297,2,885.36,1770.72
ITEM0000635,ORD0000817,INV000072,2,1071.75,2143.5
ITEM0000636,ORD0000476,INV000090,3,1172.94,3518.82
ITEM0000637,ORD0000574,INV000147,4,94.16,376.64
ITEM0000638,ORD0000433,INV000147,4,94.16,376.64
ITEM0000639,ORD0000207,INV000142,1,678.5,678.5
ITEM0000640,ORD0000280,INV000188,2,706.89,1413.78
ITEM0000641,ORD0000030,INV000158,2,1287.31,2574.62
ITEM0000642,ORD0000809,INV000124,3,345.09,1035.27
ITEM0000643,ORD0000675,INV000473,3,341.18,1023.54
ITEM0000644,ORD0000181,INV000160,5,684.96,3424.8
ITEM0000645,ORD0000987,INV000188,1,706.89,706.89
ITEM0000646,ORD0000802,INV000149,4,1414.3,5657.2
ITEM0000647,ORD0000057,INV000031,1,1171.27,1171.27
ITEM0000648,ORD0000322,INV000062,1,1078.93,1078.93
ITEM0000649,ORD0000306,INV000473,5,341.18,1705.9
ITEM0000650,ORD0000923,INV000379,1,511.86,511.86
ITEM0000651,ORD0000919,INV000346,4,431.17,1724.68
ITEM0000652,ORD0000688,INV000096,3,1393.69,4181.07
ITEM0000653,ORD0000407,INV000092,1,361.62,361.62
ITEM0000654,ORD0000242,INV000206,2,1489.07,2978.14
ITEM0000655,ORD0000585,INV000442,1,432.19,432.19
ITEM0000656,ORD0000956,INV000481,5,1399.87,6999.35
ITEM0000657,ORD0000535,INV000286,1,310.61,310.61
ITEM0000658,ORD0000973,INV000223,5,1013.88,5069.4
ITEM0000659,ORD0000258,INV000376,5,538.68,2693.4
ITEM0000660,ORD0000906,INV000257,4,1190.68,4762.72
ITEM0000661,ORD0000244,INV000130,1,382.46,382.46
ITEM0000662,ORD0000126,INV000424,5,929.07,4645.35
ITEM0000663,ORD0000338,INV000243,3,1198.78,3596.34
ITEM0000664,ORD0000755,INV000085,5,276.68,1383.4
ITEM0000665,ORD0000826,INV000061,4,685.85,2743.4
ITEM0000666,ORD0000958,INV000477,2,1344.16,2688.32
ITEM0000667,ORD0000224,INV000259,4,511.7,2046.8
ITEM0000668,ORD0000110,INV000358,2,187.16,374.32
ITEM0000669,ORD0000220,INV000405,2,1477.77,2955.54
ITEM0000670,ORD0000451,INV000164,3,939.99,2819.97
ITEM0000671,ORD0000261,INV000064,4,1168.74,4674.96
ITEM0000672,ORD0000058,INV000380,5,554.18,2770.9
ITEM0000673,ORD0000547,INV000493,4,1405.23,5620.92
ITEM0000674,ORD0000717,INV000363,3,787.61,2362.83
ITEM0000675,ORD0000325,INV000034,1,1174.67,1174.67
ITEM0000676,ORD0000434,INV000275,5,109.03,545.15
ITEM0000677,ORD0000700,INV000493,4,1405.23,5620.92
ITEM0000678,ORD0000987,INV000248,2,680.75,1361.5
ITEM0000679,ORD0000901,INV000362,3,364.64,1093.92
ITEM0000680,ORD0000372,INV000203,2,1037.02,2074.04
ITEM0000681,ORD0000733,INV000427,4,683.05,2732.2
ITEM0000682,ORD0000842,INV000105,3,925.79,2777.37
ITEM0000683,ORD0000022,INV000150,3,659.45,1978.35
ITEM0000684,ORD0000036,INV000244,5,27.22,136.1
ITEM0000685,ORD0000708,INV000023,1,953.26,953.26
ITEM0000686,ORD0000260,INV000144,2,111.41,222.82
ITEM0000687,ORD0000394,INV000257,5,1190.68,5953.4
ITEM0000688,ORD0000655,INV000318,3,1062.89,3188.67
ITEM0000689,ORD0000925,INV000238,3,80.61,241.83
ITEM0000690,ORD0000548,INV000210,1,933.23,933.23
ITEM0000691,ORD0000879,INV000295,2,1248.88,2497.76
ITEM0000692,ORD0000398,INV000310,4,763.47,3053.88
ITEM0000693,ORD0000932,INV000440,1,1450.2,1450.2
ITEM0000694,ORD0000950,INV000068,4,1246.7,4986.8
ITEM0000695,ORD0000309,INV000367,3,1158.39,3475.17
ITEM0000696,ORD0000959,INV000374,1,1483.74,1483.74
ITEM0000697,ORD0000305,INV000441,2,77.74,155.48
ITEM0000698,ORD0000881,INV000397,2,396.36,792.72
ITEM0000699,ORD0000938,INV000472,2,292.43,584.86
ITEM0000700,ORD0000647,INV000288,4,16.56,66.24
ITEM0000701,ORD0000901,INV000117,3,712.52,2137.56
ITEM0000702,ORD0000809,INV000008,4,631.74,2526.96
ITEM0000703,ORD0000281,INV000188,1,706.89,706.89
ITEM0000704,ORD0000843,INV000247,1,716.99,716.99
ITEM0000705,ORD0000483,INV000489,4,431.7,1726.8
ITEM0000706,ORD0000949,INV000414,4,1247.93,4991.72
ITEM0000707,ORD0000735,INV000395,3,378.17,1134.51
ITEM0000708,ORD0000898,INV000215,4,1180.84,4723.36
ITEM0000709,ORD0000845,INV000109,1,507.91,507.91
ITEM0000710,ORD0000716,INV000406,2,1186.61,2373.22
ITEM0000711,ORD0000519,INV000006,3,184.23,552.69
ITEM0000712,ORD0000361,INV000053,1,612.08,612.08
ITEM0000713,ORD0000617,INV000348,4,142.11,568.44
ITEM0000714,ORD0000756,INV000320,5,616.11,3080.55
ITEM0000715,ORD0000465,INV000346,3,431.17,1293.51
ITEM0000716,ORD0000781,INV000378,1,1334.78,1334.78
ITEM0000717,ORD0000657,INV000487,1,981.07,981.07
ITEM0000718,ORD0000646,INV000158,2,1287.31,2574.62
ITEM0000719,ORD0000811,INV000313,4,696.75,2787.0
ITEM0000720,ORD0000004,INV000371,2,1075.49,2150.98
ITEM0000721,ORD0000205,INV000109,4,507.91,2031.64
ITEM0000722,ORD0000322,INV000396,3,751.07,2253.21
ITEM0000723,ORD0000085,INV000007,5,870.48,4352.4
ITEM0000724,ORD0000162,INV000117,1,712.52,712.52
ITEM0000725,ORD0000529,INV000020,2,412.16,824.32
ITEM0000726,ORD0000868,INV000262,2,105.36,210.72
ITEM0000727,ORD0000703,INV000124,5,345.09,1725.45
ITEM0000728,ORD0000812,INV000299,4,502.94,2011.76
ITEM0000729,ORD0000463,INV000471,3,1015.42,3046.26
ITEM0000730,ORD0000895,INV000332,4,343.68,1374.72
ITEM0000731,ORD0000267,INV000032,2,1389.02,2778.04
ITEM0000732,ORD0000704,INV000116,2,609.58,1219.16
ITEM0000733,ORD0000847,INV000160,5,684.96,3424.8
ITEM0000734,ORD0000819,INV000025,3,246.57,739.71
ITEM0000735,ORD0000204,INV000102,3,1234.38,3703.14
ITEM0000736,ORD0000425,INV000092,1,361.62,361.62
ITEM0000737,ORD0000187,INV000464,3,860.99,2582.97
ITEM0000738,ORD0000898,INV000138,4,855.1,3420.4
ITEM0000739,ORD0000968,INV000186,4,791.3,3165.2
ITEM0000740,ORD0000230,INV000023,5,953.26,4766.3
ITEM0000741,ORD0000971,INV000500,1,26.06,26.06
ITEM0000742,ORD0000946,INV000372,1,443.7,443.7
ITEM0000743,ORD0000663,INV000472,5,292.43,1462.15
ITEM0000744,ORD0000642,INV000117,5,712.52,3562.6
ITEM0000745,ORD0000929,INV000096,2,1393.69,2787.38
ITEM0000746,ORD0000998,INV000076,1,626.58,626.58
ITEM0000747,ORD0000204,INV000384,4,463.21,1852.84
ITEM0000748,ORD0000719,INV000182,3,480.67,1442.01
ITEM0000749,ORD0000051,INV000379,2,511.86,1023.72
ITEM0000750,ORD0000633,INV000201,4,1018.03,4072.12
ITEM0000751,ORD0000615,INV000130,4,382.46,1529.84
ITEM0000752,ORD0000153,INV000286,3,310.61,931.83
ITEM0000753,ORD0000982,INV000143,1,53.8,53.8
ITEM0000754,ORD0000175,INV000082,3,1261.56,3784.68
ITEM0000755,ORD0000121,INV000456,5,763.44,3817.2
ITEM0000756,ORD0000736,INV000453,1,227.67,227.67
ITEM0000757,ORD0000446,INV000001,5,236.42,1182.1
ITEM0000758,ORD0000848,INV000347,4,676.73,2706.92
ITEM0000759,ORD0000122,INV000366,4,1183.84,4735.36
ITEM0000760,ORD0000731,INV000334,2,994.58,1989.16
ITEM0000761,ORD0000196,INV000312,2,968.78,1937.56
ITEM0000762,ORD0000295,INV000247,3,716.99,2150.97
ITEM0000763,ORD0000392,INV000209,4,912.56,3650.24
ITEM0000764,ORD0000442,INV000280,2,1012.58,2025.16
ITEM0000765,ORD0000615,INV000213,2,1099.88,2199.76
ITEM0000766,ORD0000844,INV000239,2,1181.53,2363.06
ITEM0000767,ORD0000745,INV000162,3,988.2,2964.6
ITEM0000768,ORD0000429,INV000043,2,872.98,1745.96
ITEM0000769,ORD0000419,INV000152,2,141.53,283.06
ITEM0000770,ORD0000030,INV000481,2,1399.87,2799.74
ITEM0000771,ORD0001000,INV000433,3,677.15,2031.45
ITEM0000772,ORD0000242,INV000066,3,204.34,613.02
ITEM0000773,ORD0000462,INV000144,5,111.41,557.05
ITEM0000774,ORD0000379,INV000426,2,1208.01,2416.02
ITEM0000775,ORD0000701,INV000252,5,1070.04,5350.2
ITEM0000776,ORD0000088,INV000442,4,432.19,1728.76
ITEM0000777,ORD0000481,INV000223,1,1013.88,1013.88
ITEM0000778,ORD0000893,INV000297,2,885.36,1770.72
ITEM0000779,ORD0000998,INV000270,3,1145.1,3435.3
ITEM0000780,ORD0000704,INV000243,4,1198.78,4795.12
ITEM0000781,ORD0000731,INV000325,2,468.8,937.6
ITEM0000782,ORD0000726,INV000169,4,144.35,577.4
ITEM0000783,ORD0000754,INV000215,4,1180.84,4723.36
ITEM0000784,ORD0000263,INV000123,5,1470.86,7354.3
ITEM0000785,ORD0000098,INV000309,1,1195.51,1195.51
ITEM0000786,ORD0000061,INV000228,5,1331.45,6657.25
ITEM0000787,ORD0000341,INV000295,1,1248.88,1248.88
ITEM0000788,ORD0000483,INV000237,2,995.84,1991.68
ITEM0000789,ORD0000621,INV000197,3,266.73,800.19
ITEM0000790,ORD0000727,INV000257,5,1190.68,5953.4
ITEM0000791,ORD0000006,INV000425,1,964.65,964.65
ITEM0000792,ORD0000517,INV000416,3,1421.49,4264.47
ITEM0000793,ORD0000391,INV000266,5,1302.8,6514.0
ITEM0000794,ORD0000405,INV000426,3,1208.01,3624.03
ITEM0000795,ORD0000136,INV000198,3,749.01,2247.03
ITEM0000796,ORD0000043,INV000475,5,526.46,2632.3
ITEM0000797,ORD0000184,INV000046,5,1349.76,6748.8
ITEM0000798,ORD0000174,INV000204,3,1499.06,4497.18
ITEM0000799,ORD0000505,INV000345,5,834.04,4170.2
ITEM0000800,ORD0000899,INV000158,3,1287.31,3861.93
ITEM0000801,ORD0000136,INV000385,4,1036.2,4144.8
ITEM0000802,ORD0000325,INV000388,1,1008.42,1008.42
ITEM0000803,ORD0000444,INV000012,5,690.14,3450.7
ITEM0000804,ORD0000267,INV000427,2,683.05,1366.1
ITEM0000805,ORD0000321,INV000346,1,431.17,431.17
ITEM0000806,ORD0000131,INV000165,1,404.25,404.25
ITEM0000807,ORD0000893,INV000105,4,925.79,3703.16
ITEM0000808,ORD0000766,INV000033,3,1322.72,3968.16
ITEM0000809,ORD0000949,INV000077,3,1357.73,4073.19
ITEM0000810,ORD0000290,INV000288,4,16.56,66.24
ITEM0000811,ORD0000628,INV000103,3,955.2,2865.6
ITEM0000812,ORD0000530,INV000126,3,1461.57,4384.71
ITEM0000813,ORD0000447,INV000334,3,994.58,2983.74
ITEM0000814,ORD0000324,INV000406,2,1186.61,2373.22
ITEM0000815,ORD0000783,INV000116,4,609.58,2438.32
ITEM0000816,ORD0000570,INV000388,2,1008.42,2016.84
ITEM0000817,ORD0000055,INV000385,4,1036.2,4144.8
ITEM0000818,ORD0000153,INV000078,2,718.08,1436.16
ITEM0000819,ORD0000236,INV000153,1,1499.36,1499.36
ITEM0000820,ORD0000037,INV000034,2,1174.67,2349.34
ITEM0000821,ORD0000267,INV000440,4,1450.2,5800.8
ITEM0000822,ORD0000723,INV000473,2,341.18,682.36
ITEM0000823,ORD0000447,INV000462,4,788.73,3154.92
ITEM0000824,ORD0000917,INV000171,1,1399.32,1399.32
ITEM0000825,ORD0000042,INV000242,4,419.53,1678.12
ITEM0000826,ORD0000366,INV000101,4,761.41,3045.64
ITEM0000827,ORD0000497,INV000472,5,292.43,1462.15
ITEM0000828,ORD0000505,INV000246,4,1113.87,4455.48
ITEM0000829,ORD0000867,INV000073,1,482.97,482.97
ITEM0000830,ORD0000127,INV000369,2,1246.42,2492.84
ITEM0000831,ORD0000096,INV000162,3,988.2,2964.6
ITEM0000832,ORD0000890,INV000411,2,701.42,1402.84
ITEM0000833,ORD0000185,INV000254,3,416.15,1248.45
ITEM0000834,ORD0000768,INV000035,2,243.0,486.0
ITEM0000835,ORD0000843,INV000169,5,144.35,721.75
ITEM0000836,ORD0000577,INV000238,3,80.61,241.83
ITEM0000837,ORD0000218,INV000024,5,10.3,51.5
ITEM0000838,ORD0000995,INV000218,5,1444.53,7222.65
ITEM0000839,ORD0000539,INV000078,1,718.08,718.08
ITEM0000840,ORD0000185,INV000336,5,1247.86,6239.3
ITEM0000841,ORD0000943,INV000153,4,1499.36,5997.44
ITEM0000842,ORD0000253,INV000149,1,1414.3,1414.3
ITEM0000843,ORD0000694,INV000040,4,421.51,1686.04
ITEM0000844,ORD0000909,INV000144,1,111.41,111.41
ITEM0000845,ORD0000027,INV000500,3,26.06,78.18
ITEM0000846,ORD0000698,INV000410,3,192.36,577.08
ITEM0000847,ORD0000404,INV000326,1,894.59,894.59
ITEM0000848,ORD0000605,INV000260,3,1095.77,3287.31
ITEM0000849,ORD0000858,INV000390,1,57.02,57.02
ITEM0000850,ORD0000158,INV000278,3,1083.79,3251.37
ITEM0000851,ORD0000084,INV000317,1,759.3,759.3
ITEM0000852,ORD0000851,INV000151,4,1103.13,4412.52
ITEM0000853,ORD0000465,INV000426,4,1208.01,4832.04
ITEM0000854,ORD0000609,INV000199,3,694.42,2083.26
ITEM0000855,ORD0000338,INV000208,1,1250.09,1250.09
ITEM0000856,ORD0000672,INV000096,1,1393.69,1393.69
ITEM0000857,ORD0000974,INV000151,5,1103.13,5515.65
ITEM0000858,ORD0000333,INV000122,4,328.5,1314.0
ITEM0000859,ORD0000133,INV000186,5,791.3,3956.5
ITEM0000860,ORD0000884,INV000196,2,799.09,1598.18
ITEM0000861,ORD0000821,INV000295,1,1248.88,1248.88
ITEM0000862,ORD0000331,INV000177,3,427.84,1283.52
ITEM0000863,ORD0000762,INV000344,1,1310.14,1310.14
ITEM0000864,ORD0000561,INV000397,1,396.36,396.36
ITEM0000865,ORD0000391,INV000010,5,402.09,2010.45
ITEM0000866,ORD0000409,INV000463,1,225.92,225.92
ITEM0000867,ORD0000183,INV000060,3,74.09,222.27
ITEM0000868,ORD0000989,INV000376,2,538.68,1077.36
ITEM0000869,ORD0000092,INV000443,4,205.23,820.92
ITEM0000870,ORD0000873,INV000240,1,881.64,881.64
ITEM0000871,ORD0000167,INV000218,2,1444.53,2889.06
ITEM0000872,ORD0000799,INV000376,4,538.68,2154.72
ITEM0000873,ORD0000292,INV000264,4,836.77,3347.08
ITEM0000874,ORD0000124,INV000226,2,213.97,427.94
ITEM0000875,ORD0000503,INV000325,3,468.8,1406.4
ITEM0000876,ORD0000754,INV000084,4,130.5,522.0
ITEM0000877,ORD0000926,INV000277,3,683.2,2049.6
ITEM0000878,ORD0000135,INV000470,5,1368.63,6843.15
ITEM0000879,ORD0000682,INV000499,3,247.93,743.79
ITEM0000880,ORD0000853,INV000277,1,683.2,683.2
ITEM0000881,ORD0000525,INV000362,3,364.64,1093.92
ITEM0000882,ORD0000502,INV000166,2,1321.87,2643.74
ITEM0000883,ORD0000907,INV000176,4,1401.7,5606.8
ITEM0000884,ORD0000488,INV000079,4,1131.45,4525.8
ITEM0000885,ORD0000577,INV000036,3,1308.89,3926.67
ITEM0000886,ORD0000434,INV000089,5,1499.86,7499.3
ITEM0000887,ORD0000775,INV000134,1,1490.91,1490.91
ITEM0000888,ORD0000831,INV000500,4,26.06,104.24
ITEM0000889,ORD0000629,INV000071,3,941.99,2825.97
ITEM0000890,ORD0000445,INV000422,2,126.43,252.86
ITEM0000891,ORD0000096,INV000365,4,1471.65,5886.6
ITEM0000892,ORD0000526,INV000179,1,520.96,520.96
ITEM0000893,ORD0000997,INV000167,3,1459.85,4379.55
ITEM0000894,ORD0000693,INV000240,4,881.64,3526.56
ITEM0000895,ORD0000664,INV000421,2,1264.58,2529.16
ITEM0000896,ORD0000954,INV000031,2,1171.27,2342.54
