order_id,order_date,customer_id,payment_type_id,order_channel,order_status,order_total
ORD0000346,2024-06-25,CUS000071,PAY004,Online,Cancelled,2206.59
ORD0000347,2025-09-15,CUS000175,PAY006,Curbside Pickup,Pending,5218.5599999999995
ORD0000348,2025-02-09,CUS000085,PAY006,Online,Pending,9795.39
ORD0000349,2025-05-01,CUS000069,PAY003,In Store,Shipped,4330.280000000001
ORD0000350,2024-11-06,CUS000080,PAY003,Curbside Pickup,Returned,11094.33
ORD0000351,2025-12-02,CUS000026,PAY002,Online,Shipped,8981.060000000001
ORD0000352,2025-03-29,CUS000199,PAY003,Mobile App,Returned,7959.05
ORD0000353,2025-03-02,CUS000155,PAY006,In Store,Processing,3839.4199999999996
ORD0000354,2025-03-28,CUS000055,PAY004,Curbside Pickup,Cancelled,2579.52
ORD0000355,2025-01-17,CUS000015,PAY005,Online,Pending,0.0
ORD0000356,2024-11-14,CUS000182,PAY005,Curbside Pickup,Processing,9863.96
ORD0000357,2025-06-20,CUS000146,PAY001,Online,Processing,14501.81
ORD0000358,2024-07-24,CUS000015,PAY002,In Store,Completed,10429.619999999999
ORD0000359,2024-02-21,CUS000093,PAY006,Online,Shipped,1191.58
ORD0000360,2025-01-12,CUS000119,PAY005,Curbside Pickup,Returned,6071.22
ORD0000361,2024-05-06,CUS000175,PAY001,Online,Shipped,5701.96
ORD0000362,2025-05-15,CUS000153,PAY004,Online,Completed,1958.6399999999999
ORD0000363,2025-08-23,CUS000142,PAY003,Mobile App,Processing,10190.17
ORD0000364,2024-09-21,CUS000192,PAY006,In Store,Shipped,5420.74
ORD0000365,2024-01-29,CUS000099,PAY001,Online,Cancelled,2013.52
ORD0000366,2024-08-07,CUS000057,PAY006,Online,Returned,8404.56
ORD0000367,2024-07-30,CUS000069,PAY006,Curbside Pickup,Cancelled,7230.73
ORD0000368,2024-01-21,CUS000200,PAY006,In Store,Completed,1976.9099999999999
ORD0000369,2024-05-15,CUS000166,PAY002,In Store,Processing,1295.1
ORD0000370,2024-09-15,CUS000156,PAY003,Mobile App,Completed,16004.67
ORD0000371,2025-01-20,CUS000090,PAY004,Mobile App,Processing,10735.28
ORD0000372,2025-04-22,CUS000078,PAY006,Curbside Pickup,Cancelled,3408.39
ORD0000373,2024-04-14,CUS000002,PAY005,Mobile App,Cancelled,5020.03
ORD0000374,2025-10-24,CUS000153,PAY005,Mobile App,Shipped,1297.52
ORD0000375,2025-12-01,CUS000028,PAY004,In Store,Shipped,3583.76
ORD0000376,2024-10-10,CUS000164,PAY003,Mobile App,Shipped,1160.8
ORD0000377,2025-11-02,CUS000183,PAY006,Mobile App,Processing,9193.68
ORD0000378,2024-06-02,CUS000133,PAY002,In Store,Cancelled,9057.630000000001
ORD0000379,2025-02-17,CUS000170,PAY003,Online,Returned,5428.7699999999995
ORD0000380,2024-01-27,CUS000168,PAY004,Mobile App,Shipped,4585.91
ORD0000381,2025-03-04,CUS000104,PAY004,In Store,Cancelled,15505.890000000001
ORD0000382,2025-12-26,CUS000147,PAY002,Mobile App,Returned,7750.5
ORD0000383,2025-12-31,CUS000057,PAY006,Curbside Pickup,Returned,6102.08
ORD0000384,2025-01-02,CUS000130,PAY003,Online,Returned,8874.17
ORD0000385,2025-07-25,CUS000047,PAY003,In Store,Completed,6698.95
ORD0000386,2024-05-11,CUS000190,PAY003,Online,Returned,664.05
ORD0000387,2024-12-09,CUS000168,PAY001,Online,Shipped,9009.919999999998
ORD0000388,2024-08-16,CUS000191,PAY003,Curbside Pickup,Shipped,9210.14
ORD0000389,2025-01-15,CUS000067,PAY005,Mobile App,Completed,12162.64
ORD0000390,2024-04-30,CUS000121,PAY001,In Store,Completed,1300.98
ORD0000391,2024-07-18,CUS000129,PAY001,Curbside Pickup,Cancelled,15561.85
ORD0000392,2024-11-01,CUS000106,PAY001,Online,Processing,4923.27
ORD0000393,2024-07-24,CUS000088,PAY004,Curbside Pickup,Processing,2318.52
ORD0000394,2024-11-19,CUS000184,PAY002,In Store,Completed,20559.2
ORD0000395,2024-12-06,CUS000162,PAY002,Mobile App,Returned,3721.33
ORD0000396,2024-02-29,CUS000002,PAY004,Mobile App,Processing,3416.5
ORD0000397,2024-06-21,CUS000148,PAY002,Curbside Pickup,Pending,2842.98
ORD0000398,2024-05-12,CUS000158,PAY004,Curbside Pickup,Completed,3053.88
ORD0000399,2025-03-15,CUS000123,PAY004,In Store,Pending,8309.419999999998
ORD0000400,2025-06-30,CUS000052,PAY006,Mobile App,Pending,7048.18
ORD0000401,2024-11-25,CUS000194,PAY005,Online,Pending,13464.2
ORD0000402,2025-11-23,CUS000002,PAY006,Online,Processing,2225.61
ORD0000403,2025-12-11,CUS000089,PAY003,Online,Pending,32.25
ORD0000404,2025-01-27,CUS000129,PAY005,Mobile App,Processing,17675.71
ORD0000405,2024-03-07,CUS000012,PAY003,Mobile App,Completed,17056.64
ORD0000406,2025-06-16,CUS000153,PAY005,Mobile App,Completed,3563.32
ORD0000407,2025-12-04,CUS000035,PAY003,Curbside Pickup,Shipped,4135.34
ORD0000408,2024-07-11,CUS000043,PAY004,In Store,Processing,10927.24
ORD0000409,2024-08-17,CUS000187,PAY002,Online,Returned,6192.77
ORD0000410,2024-01-23,CUS000151,PAY005,Online,Pending,5808.22
ORD0000411,2025-01-10,CUS000183,PAY006,In Store,Completed,8695.57
ORD0000412,2025-10-17,CUS000066,PAY005,In Store,Cancelled,13774.5
ORD0000413,2024-02-19,CUS000170,PAY001,In Store,Pending,3792.1899999999996
ORD0000414,2025-12-07,CUS000030,PAY004,Curbside Pickup,Completed,0.0
ORD0000415,2024-05-06,CUS000141,PAY003,Curbside Pickup,Returned,625.0699999999999
ORD0000416,2024-06-05,CUS000053,PAY006,In Store,Shipped,1483.45
ORD0000417,2025-03-06,CUS000170,PAY001,Mobile App,Cancelled,3469.87
ORD0000418,2025-09-12,CUS000180,PAY002,Curbside Pickup,Pending,6628.0
ORD0000419,2025-06-07,CUS000185,PAY005,In Store,Shipped,1047.98
ORD0000420,2024-04-26,CUS000028,PAY004,Online,Cancelled,11605.51
ORD0000421,2024-07-23,CUS000200,PAY003,Online,Shipped,5623.299999999999
ORD0000422,2025-12-21,CUS000105,PAY003,Online,Pending,12024.79
ORD0000423,2025-07-15,CUS000128,PAY002,Curbside Pickup,Shipped,3708.04
ORD0000424,2024-08-28,CUS000001,PAY001,In Store,Pending,9533.63
ORD0000425,2025-08-10,CUS000172,PAY004,Online,Pending,3884.54
ORD0000426,2025-06-07,CUS000020,PAY006,In Store,Shipped,4768.18
ORD0000427,2025-10-21,CUS000060,PAY004,Mobile App,Shipped,2542.46
ORD0000428,2025-04-20,CUS000013,PAY001,Online,Pending,7694.62
ORD0000429,2024-10-24,CUS000093,PAY006,Mobile App,Completed,11096.35
ORD0000430,2024-04-28,CUS000025,PAY001,In Store,Processing,11672.93
ORD0000431,2025-11-10,CUS000166,PAY002,Mobile App,Shipped,2717.19
ORD0000432,2025-03-24,CUS000160,PAY003,In Store,Shipped,14462.53
ORD0000433,2024-12-16,CUS000047,PAY001,Curbside Pickup,Completed,9875.71
ORD0000434,2025-04-12,CUS000070,PAY004,Curbside Pickup,Completed,20382.33
ORD0000435,2025-10-26,CUS000043,PAY001,Online,Returned,0.0
ORD0000436,2024-03-01,CUS000041,PAY001,Curbside Pickup,Cancelled,0.0
ORD0000437,2025-05-09,CUS000146,PAY006,Curbside Pickup,Processing,13212.93
ORD0000438,2025-09-17,CUS000098,PAY003,In Store,Returned,12498.59
ORD0000439,2024-05-13,CUS000124,PAY004,In Store,Completed,3205.08
ORD0000440,2025-03-27,CUS000012,PAY001,Mobile App,Returned,16093.89
ORD0000441,2024-11-17,CUS000004,PAY006,Online,Returned,5816.39
ORD0000442,2024-12-12,CUS000133,PAY005,In Store,Completed,2251.08
ORD0000443,2025-11-08,CUS000187,PAY002,Curbside Pickup,Shipped,10433.09
ORD0000444,2025-11-10,CUS000174,PAY006,Curbside Pickup,Processing,10207.39
ORD0000445,2025-07-25,CUS000157,PAY001,In Store,Returned,3406.09
ORD0000446,2024-06-09,CUS000130,PAY004,Curbside Pickup,Processing,3207.26
ORD0000447,2024-03-17,CUS000193,PAY004,Mobile App,Processing,17447.28
ORD0000448,2024-12-04,CUS000072,PAY001,Online,Cancelled,3635.4
ORD0000449,2025-10-20,CUS000097,PAY004,Online,Pending,3650.16
ORD0000450,2025-04-15,CUS000114,PAY005,Curbside Pickup,Pending,3196.36
ORD0000451,2025-05-25,CUS000115,PAY003,In Store,Completed,2870.97
ORD0000452,2025-10-31,CUS000005,PAY001,Curbside Pickup,Completed,7716.12
ORD0000453,2024-02-06,CUS000143,PAY005,In Store,Pending,1366.6
ORD0000454,2025-09-10,CUS000159,PAY006,Mobile App,Cancelled,5464.4800000000005
ORD0000455,2025-07-29,CUS000053,PAY006,Curbside Pickup,Shipped,14059.67
ORD0000456,2025-01-07,CUS000014,PAY002,Curbside Pickup,Shipped,13013.109999999999
ORD0000457,2025-07-27,CUS000197,PAY005,Curbside Pickup,Returned,8120.65
ORD0000458,2025-11-03,CUS000094,PAY006,Curbside Pickup,Pending,6804.3
ORD0000459,2024-04-09,CUS000195,PAY006,Online,Pending,1341.63
ORD0000460,2024-12-15,CUS000091,PAY006,Mobile App,Cancelled,12194.35
ORD0000461,2025-06-18,CUS000096,PAY006,In Store,Pending,2320.9
ORD0000462,2024-06-17,CUS000127,PAY002,Curbside Pickup,Pending,5386.17
ORD0000463,2024-09-17,CUS000157,PAY002,Online,Pending,11267.220000000001
ORD0000464,2025-02-06,CUS000056,PAY004,Online,Returned,2080.94
ORD0000465,2024-12-12,CUS000028,PAY004,In Store,Returned,10723.53
ORD0000466,2025-11-19,CUS000151,PAY001,Curbside Pickup,Completed,9753.59
ORD0000467,2025-11-05,CUS000151,PAY005,Online,Completed,8922.21
ORD0000468,2024-01-05,CUS000136,PAY006,In Store,Cancelled,3661.9500000000003
ORD0000469,2025-03-19,CUS000150,PAY004,Online,Returned,5893.0199999999995
ORD0000470,2025-08-15,CUS000045,PAY006,Online,Pending,9499.41
ORD0000471,2025-01-31,CUS000169,PAY005,Mobile App,Cancelled,2497.76
ORD0000472,2025-01-28,CUS000108,PAY005,Online,Shipped,10142.45
ORD0000473,2025-02-11,CUS000088,PAY003,Curbside Pickup,Processing,0.0
ORD0000474,2024-05-21,CUS000106,PAY005,Mobile App,Returned,0.0
ORD0000475,2025-07-14,CUS000081,PAY006,Online,Processing,6156.4
ORD0000476,2024-08-02,CUS000160,PAY006,Mobile App,Returned,4202.97
ORD0000477,2024-12-19,CUS000173,PAY002,Online,Cancelled,0.0
ORD0000478,2025-07-09,CUS000178,PAY006,Mobile App,Returned,1053.5
ORD0000479,2024-04-28,CUS000195,PAY003,Curbside Pickup,Cancelled,1084.86
ORD0000480,2025-08-07,CUS000171,PAY006,Curbside Pickup,Returned,8069.209999999999
ORD0000481,2025-06-30,CUS000074,PAY004,In Store,Cancelled,2758.06
ORD0000482,2024-04-19,CUS000007,PAY004,Online,Pending,1754.04
ORD0000483,2025-11-17,CUS000015,PAY002,Mobile App,Processing,8422.35
ORD0000484,2024-10-20,CUS000175,PAY003,Online,Pending,5170.52
ORD0000485,2025-12-08,CUS000076,PAY002,In Store,Shipped,7434.95
ORD0000486,2025-04-08,CUS000027,PAY005,Online,Returned,14062.2
ORD0000487,2025-10-24,CUS000144,PAY004,Online,Cancelled,11341.720000000001
ORD0000488,2025-12-13,CUS000074,PAY006,In Store,Completed,5673.7
ORD0000489,2025-01-31,CUS000107,PAY006,Mobile App,Cancelled,15716.599999999999
ORD0000490,2024-02-25,CUS000004,PAY006,Mobile App,Processing,11936.59
ORD0000491,2025-09-27,CUS000200,PAY004,Online,Returned,5014.889999999999
ORD0000492,2025-12-22,CUS000182,PAY006,Mobile App,Cancelled,5567.97
ORD0000493,2025-07-13,CUS000190,PAY005,Online,Returned,8686.34
ORD0000494,2024-07-17,CUS000076,PAY004,Online,Returned,3016.58
ORD0000495,2024-03-17,CUS000048,PAY002,In Store,Completed,4207.17
ORD0000496,2024-02-11,CUS000110,PAY003,Mobile App,Processing,2031.64
ORD0000497,2024-06-13,CUS000150,PAY003,In Store,Shipped,18348.78
ORD0000498,2025-04-22,CUS000182,PAY002,In Store,Processing,14660.94
ORD0000499,2024-11-26,CUS000153,PAY001,Mobile App,Completed,5583.35
ORD0000500,2025-08-09,CUS000141,PAY003,In Store,Returned,7224.879999999999
ORD0000501,2024-11-21,CUS000135,PAY002,Online,Cancelled,18805.49
ORD0000502,2024-03-10,CUS000130,PAY002,Curbside Pickup,Cancelled,2643.74
ORD0000503,2025-07-03,CUS000104,PAY001,Mobile App,Processing,11052.130000000001
ORD0000504,2024-08-06,CUS000170,PAY003,Mobile App,Shipped,9745.119999999999
ORD0000505,2024-10-27,CUS000056,PAY005,Curbside Pickup,Cancelled,11675.689999999999
ORD0000506,2025-10-26,CUS000003,PAY001,Mobile App,Completed,14427.36
ORD0000507,2024-09-03,CUS000165,PAY005,Online,Pending,6304.509999999999
ORD0000508,2025-11-29,CUS000083,PAY004,In Store,Completed,5242.15
ORD0000509,2024-09-19,CUS000139,PAY006,Mobile App,Pending,1263.48
ORD0000510,2025-06-13,CUS000198,PAY003,Curbside Pickup,Completed,3479.06
ORD0000511,2024-02-14,CUS000076,PAY006,Online,Shipped,13611.77
ORD0000512,2025-06-10,CUS000022,PAY001,Online,Cancelled,11911.73
ORD0000513,2025-06-30,CUS000002,PAY006,In Store,Processing,4040.69
ORD0000514,2025-11-17,CUS000162,PAY002,Curbside Pickup,Pending,8689.08
ORD0000515,2024-07-29,CUS000138,PAY006,Curbside Pickup,Returned,17411.4
ORD0000516,2024-03-14,CUS000192,PAY006,Online,Pending,6352.18
ORD0000517,2025-04-15,CUS000184,PAY003,In Store,Pending,15103.67
ORD0000518,2024-03-16,CUS000014,PAY002,Mobile App,Cancelled,9961.77
ORD0000519,2024-03-13,CUS000148,PAY002,Mobile App,Completed,5369.530000000001
ORD0000520,2025-02-01,CUS000116,PAY006,Curbside Pickup,Completed,11826.86
ORD0000521,2024-11-19,CUS000005,PAY004,In Store,Cancelled,1741.74
ORD0000522,2024-01-07,CUS000165,PAY006,In Store,Returned,4032.48
ORD0000523,2025-08-22,CUS000012,PAY006,In Store,Shipped,8045.5199999999995
ORD0000524,2025-05-29,CUS000028,PAY003,Mobile App,Cancelled,7487.46
ORD0000525,2024-03-29,CUS000073,PAY004,Curbside Pickup,Completed,8289.19
ORD0000526,2025-11-07,CUS000008,PAY004,Online,Cancelled,6325.08
ORD0000527,2024-08-13,CUS000035,PAY006,Curbside Pickup,Cancelled,2033.1599999999999
ORD0000528,2024-10-29,CUS000163,PAY002,Mobile App,Returned,5489.0
ORD0000529,2025-10-25,CUS000096,PAY001,Online,Pending,10044.130000000001
ORD0000530,2024-02-12,CUS000002,PAY005,Curbside Pickup,Cancelled,6967.68
ORD0000531,2025-07-14,CUS000022,PAY003,Online,Returned,4826.87
ORD0000532,2024-12-18,CUS000055,PAY004,Online,Processing,10600.599999999999
ORD0000533,2024-07-07,CUS000057,PAY005,Mobile App,Processing,10743.81
ORD0000534,2024-04-27,CUS000047,PAY006,In Store,Cancelled,10605.42
ORD0000535,2025-04-17,CUS000166,PAY005,In Store,Shipped,2498.31
ORD0000536,2025-11-18,CUS000018,PAY003,In Store,Processing,14305.91
ORD0000537,2025-08-17,CUS000125,PAY003,Mobile App,Processing,0.0
ORD0000538,2025-11-18,CUS000168,PAY002,In Store,Shipped,7745.88
ORD0000539,2025-09-26,CUS000018,PAY002,Mobile App,Completed,4509.469999999999
ORD0000540,2025-04-06,CUS000085,PAY005,Mobile App,Returned,12868.740000000002
ORD0000541,2025-08-21,CUS000040,PAY005,Mobile App,Shipped,2792.4
ORD0000542,2025-03-14,CUS000044,PAY001,Mobile App,Processing,7464.01
ORD0000543,2024-08-14,CUS000183,PAY006,Curbside Pickup,Shipped,0.0
ORD0000544,2025-01-03,CUS000035,PAY006,Mobile App,Completed,8203.32
ORD0000545,2025-04-18,CUS000115,PAY003,Mobile App,Completed,480.67
ORD0000546,2025-07-18,CUS000028,PAY002,In Store,Shipped,239.0
ORD0000547,2024-05-23,CUS000138,PAY002,Mobile App,Returned,9983.5
ORD0000548,2025-10-03,CUS000020,PAY006,In Store,Pending,3175.45
ORD0000549,2025-06-03,CUS000162,PAY001,Curbside Pickup,Cancelled,8559.599999999999
ORD0000550,2024-08-05,CUS000010,PAY005,Mobile App,Cancelled,5739.82
ORD0000551,2025-07-06,CUS000121,PAY006,Online,Shipped,3146.19
ORD0000552,2025-02-05,CUS000058,PAY005,Mobile App,Processing,17355.829999999998
ORD0000553,2025-04-20,CUS000129,PAY005,In Store,Completed,820.92
ORD0000554,2025-01-07,CUS000129,PAY001,Online,Cancelled,0.0
ORD0000555,2025-12-01,CUS000043,PAY005,Online,Completed,3397.1
ORD0000556,2024-06-12,CUS000046,PAY005,Online,Returned,2855.38
ORD0000557,2025-05-10,CUS000092,PAY001,Online,Completed,3434.5
ORD0000558,2024-08-25,CUS000017,PAY003,Mobile App,Processing,0.0
ORD0000559,2024-02-13,CUS000172,PAY002,Mobile App,Completed,6495.47
ORD0000560,2025-04-25,CUS000117,PAY001,In Store,Returned,14130.5
ORD0000561,2024-11-27,CUS000027,PAY006,Mobile App,Returned,5581.81
ORD0000562,2024-09-26,CUS000149,PAY005,Online,Completed,1450.2
ORD0000563,2025-10-31,CUS000097,PAY003,In Store,Cancelled,7825.94
ORD0000564,2024-09-14,CUS000097,PAY002,Curbside Pickup,Shipped,2530.21
ORD0000565,2024-12-19,CUS000125,PAY004,In Store,Cancelled,18092.67
ORD0000566,2024-05-22,CUS000113,PAY002,Online,Pending,12037.06
ORD0000567,2025-06-10,CUS000165,PAY003,Online,Processing,3332.17
ORD0000568,2024-07-10,CUS000041,PAY003,In Store,Returned,6199.45
ORD0000569,2024-08-23,CUS000107,PAY003,In Store,Completed,0.0
ORD0000570,2025-11-22,CUS000123,PAY004,Online,Cancelled,5358.94
ORD0000571,2024-06-14,CUS000166,PAY004,In Store,Processing,3524.01
ORD0000572,2024-02-14,CUS000033,PAY005,Online,Processing,706.89
ORD0000573,2025-10-06,CUS000132,PAY001,Online,Pending,7025.750000000001
ORD0000574,2024-06-19,CUS000067,PAY002,Curbside Pickup,Cancelled,376.64
ORD0000575,2025-07-31,CUS000164,PAY001,Mobile App,Pending,3129.1099999999997
ORD0000576,2024-08-09,CUS000115,PAY005,Curbside Pickup,Completed,4563.83
ORD0000577,2024-06-23,CUS000057,PAY004,Online,Cancelled,10041.85
ORD0000578,2024-07-05,CUS000160,PAY006,Mobile App,Processing,4025.56
ORD0000579,2025-12-03,CUS000088,PAY004,In Store,Processing,6328.15
ORD0000580,2025-01-22,CUS000099,PAY002,In Store,Pending,15361.23
ORD0000581,2024-07-26,CUS000134,PAY005,Curbside Pickup,Processing,1288.96
ORD0000582,2025-09-12,CUS000025,PAY002,Curbside Pickup,Cancelled,13238.98
ORD0000583,2025-09-06,CUS000010,PAY005,In Store,Pending,3266.29
ORD0000584,2025-05-08,CUS000169,PAY002,In Store,Returned,3207.0600000000004
ORD0000585,2025-10-26,CUS000111,PAY005,Curbside Pickup,Shipped,2617.87
ORD0000586,2024-02-14,CUS000179,PAY005,Curbside Pickup,Processing,4639.66
ORD0000587,2025-05-08,CUS000197,PAY004,Mobile App,Cancelled,2896.0200000000004
ORD0000588,2025-12-14,CUS000148,PAY001,Curbside Pickup,Processing,5522.57
ORD0000589,2024-09-17,CUS000123,PAY002,In Store,Shipped,3500.8
ORD0000590,2025-09-04,CUS000140,PAY004,Mobile App,Processing,2939.6
ORD0000591,2024-01-06,CUS000182,PAY006,In Store,Cancelled,7064.66
ORD0000592,2025-06-19,CUS000031,PAY005,In Store,Completed,1840.52
ORD0000593,2025-11-01,CUS000053,PAY006,Mobile App,Completed,3483.48
ORD0000594,2025-01-05,CUS000028,PAY002,Curbside Pickup,Returned,3416.5
ORD0000595,2025-08-22,CUS000065,PAY003,Curbside Pickup,Cancelled,928.1
ORD0000596,2025-01-09,CUS000157,PAY003,Curbside Pickup,Processing,3961.35
ORD0000597,2025-02-27,CUS000142,PAY005,Curbside Pickup,Processing,0.0
ORD0000598,2025-01-14,CUS000144,PAY005,Curbside Pickup,Shipped,1502.14
ORD0000599,2024-11-10,CUS000148,PAY003,Curbside Pickup,Returned,1459.68
ORD0000600,2024-05-21,CUS000169,PAY001,Online,Completed,12700.09
ORD0000601,2025-12-17,CUS000042,PAY001,Online,Cancelled,7774.0599999999995
ORD0000602,2025-02-14,CUS000087,PAY005,In Store,Processing,9208.95
ORD0000603,2025-02-02,CUS000163,PAY001,In Store,Processing,2976.73
ORD0000604,2025-04-27,CUS000154,PAY004,In Store,Pending,0.0
ORD0000605,2024-09-26,CUS000057,PAY003,In Store,Cancelled,8314.45
ORD0000606,2024-02-08,CUS000186,PAY004,Curbside Pickup,Cancelled,3246.2999999999997
ORD0000607,2025-11-02,CUS000134,PAY003,In Store,Processing,7415.14
ORD0000608,2025-10-17,CUS000127,PAY004,In Store,Processing,11082.93
ORD0000609,2025-11-03,CUS000133,PAY003,Online,Pending,2083.26
ORD0000610,2025-09-05,CUS000131,PAY005,Online,Cancelled,10853.800000000001
ORD0000611,2024-06-22,CUS000173,PAY001,Mobile App,Processing,1544.53
ORD0000612,2025-11-01,CUS000001,PAY002,In Store,Shipped,2843.3
ORD0000613,2025-02-13,CUS000091,PAY006,Curbside Pickup,Completed,6715.77
ORD0000614,2025-08-23,CUS000052,PAY005,In Store,Returned,673.1400000000001
ORD0000615,2025-12-21,CUS000018,PAY001,Mobile App,Returned,10548.52
ORD0000616,2025-07-26,CUS000150,PAY003,Mobile App,Shipped,3016.84
ORD0000617,2024-08-19,CUS000156,PAY002,Curbside Pickup,Completed,11584.61
ORD0000618,2025-08-11,CUS000002,PAY003,Online,Completed,3156.94
ORD0000619,2025-06-02,CUS000028,PAY005,In Store,Cancelled,14708.37
ORD0000620,2024-10-28,CUS000088,PAY001,Mobile App,Cancelled,15851.92
ORD0000621,2025-08-11,CUS000065,PAY006,Curbside Pickup,Completed,14158.06
ORD0000622,2025-07-30,CUS000124,PAY002,Mobile App,Completed,2438.42
ORD0000623,2025-11-28,CUS000118,PAY005,In Store,Completed,4254.64
ORD0000624,2024-04-29,CUS000067,PAY001,Curbside Pickup,Returned,1271.71
ORD0000625,2024-08-13,CUS000174,PAY006,Online,Shipped,3534.45
ORD0000626,2025-02-26,CUS000091,PAY005,In Store,Returned,15453.29
ORD0000627,2024-09-26,CUS000064,PAY003,In Store,Completed,986.28
ORD0000628,2025-11-20,CUS000192,PAY003,In Store,Cancelled,2865.6
ORD0000629,2024-07-01,CUS000122,PAY003,Mobile App,Processing,11185.75
ORD0000630,2025-08-10,CUS000069,PAY002,Online,Completed,4547.4
ORD0000631,2024-07-23,CUS000061,PAY006,Online,Shipped,2471.98
ORD0000632,2024-07-30,CUS000059,PAY002,Online,Cancelled,9651.03
ORD0000633,2024-12-30,CUS000040,PAY001,In Store,Pending,9619.12
ORD0000634,2025-11-23,CUS000170,PAY004,In Store,Cancelled,10089.33
ORD0000635,2024-02-13,CUS000124,PAY003,Mobile App,Completed,4643.75
ORD0000636,2025-08-11,CUS000071,PAY004,Online,Cancelled,1986.79
ORD0000637,2024-10-13,CUS000102,PAY002,Online,Pending,5702.87
ORD0000638,2025-06-22,CUS000109,PAY004,In Store,Cancelled,5387.719999999999
ORD0000639,2024-12-21,CUS000101,PAY006,Online,Completed,568.44
ORD0000640,2024-05-03,CUS000179,PAY005,Curbside Pickup,Shipped,8731.68
ORD0000641,2025-12-06,CUS000003,PAY001,Online,Completed,2841.0
ORD0000642,2025-08-17,CUS000026,PAY003,Mobile App,Cancelled,9713.38
ORD0000643,2024-09-22,CUS000048,PAY005,Mobile App,Processing,6627.59
ORD0000644,2024-10-02,CUS000121,PAY005,Mobile App,Shipped,2595.24
ORD0000645,2024-07-07,CUS000128,PAY004,Online,Completed,6198.11
ORD0000646,2025-12-18,CUS000193,PAY003,Mobile App,Completed,6139.79
ORD0000647,2024-10-13,CUS000116,PAY002,Online,Cancelled,6284.13
ORD0000648,2025-12-03,CUS000059,PAY001,Mobile App,Processing,7738.52
ORD0000649,2025-07-22,CUS000111,PAY004,Online,Processing,12985.59
ORD0000650,2024-06-02,CUS000122,PAY001,Online,Completed,4938.97
ORD0000651,2025-05-26,CUS000035,PAY006,Mobile App,Completed,16420.04
ORD0000652,2024-11-03,CUS000065,PAY005,In Store,Completed,9209.880000000001
ORD0000653,2024-04-11,CUS000177,PAY002,In Store,Processing,0.0
ORD0000654,2024-09-17,CUS000122,PAY006,In Store,Completed,6369.950000000001
ORD0000655,2024-12-08,CUS000067,PAY003,Mobile App,Cancelled,15207.89
ORD0000656,2025-07-24,CUS000066,PAY003,In Store,Completed,3771.98
ORD0000657,2024-05-04,CUS000090,PAY006,Online,Cancelled,17511.64
ORD0000658,2025-08-12,CUS000167,PAY006,Online,Shipped,647.95
ORD0000659,2024-12-29,CUS000084,PAY006,Curbside Pickup,Returned,4426.8
ORD0000660,2025-04-02,CUS000021,PAY004,Mobile App,Completed,10608.5
ORD0000661,2025-10-08,CUS000038,PAY002,Mobile App,Completed,7542.6
ORD0000662,2025-10-08,CUS000157,PAY005,Curbside Pickup,Pending,9700.34
ORD0000663,2024-03-22,CUS000042,PAY003,Online,Shipped,2601.1000000000004
ORD0000664,2024-11-20,CUS000168,PAY003,Mobile App,Cancelled,10088.38
ORD0000665,2025-10-22,CUS000102,PAY003,Curbside Pickup,Shipped,11797.04
ORD0000666,2025-08-24,CUS000134,PAY004,Curbside Pickup,Processing,19815.8
ORD0000667,2024-07-07,CUS000006,PAY002,Online,Returned,1323.04
ORD0000668,2024-09-14,CUS000191,PAY006,In Store,Processing,25394.1
ORD0000669,2024-06-19,CUS000102,PAY001,In Store,Pending,6200.97
ORD0000670,2025-04-29,CUS000141,PAY001,In Store,Completed,4148.08
ORD0000671,2025-06-20,CUS000196,PAY001,In Store,Shipped,2504.64
ORD0000672,2025-09-24,CUS000040,PAY001,Curbside Pickup,Shipped,2558.62
ORD0000673,2024-08-22,CUS000064,PAY006,Mobile App,Completed,3314.32
ORD0000674,2025-10-03,CUS000033,PAY002,Online,Pending,9051.72
ORD0000675,2024-02-05,CUS000170,PAY003,Mobile App,Completed,7523.59
ORD0000676,2025-04-23,CUS000139,PAY003,Curbside Pickup,Processing,21222.39
ORD0000677,2025-12-15,CUS000139,PAY002,Curbside Pickup,Returned,9019.19
ORD0000678,2025-10-13,CUS000145,PAY004,Mobile App,Shipped,9812.27
ORD0000679,2025-05-08,CUS000139,PAY002,In Store,Completed,4298.76
ORD0000680,2024-11-11,CUS000094,PAY004,Mobile App,Processing,0.0
ORD0000681,2024-11-06,CUS000003,PAY001,Online,Shipped,5087.95
ORD0000682,2024-10-20,CUS000121,PAY005,In Store,Returned,8520.55
ORD0000683,2025-05-18,CUS000194,PAY004,Mobile App,Pending,13457.94
ORD0000684,2025-03-16,CUS000075,PAY005,Online,Pending,7653.35
ORD0000685,2025-07-15,CUS000096,PAY002,Curbside Pickup,Cancelled,0.0
ORD0000686,2025-03-23,CUS000102,PAY002,Online,Returned,10571.579999999998
ORD0000687,2025-10-23,CUS000100,PAY004,Online,Shipped,0.0
ORD0000688,2024-03-22,CUS000109,PAY006,Online,Cancelled,6540.01
ORD0000689,2025-09-19,CUS000178,PAY006,Mobile App,Shipped,15941.130000000001
ORD0000690,2025-10-26,CUS000191,PAY005,Mobile App,Completed,6760.959999999999
ORD0000691,2024-07-11,CUS000018,PAY002,Online,Shipped,931.41
